Jump,Date,Exit,Open,Delay,Total,Vmax,Vavg,Fallrate,Profile,Place,Aircraft,Type
601,2021-07-24,"13,150","4,350",109.2,10:17:10,92.0,56.0,Manual,,Spaceland Dallas,Supervan,WS
602,2021-07-24,"13,150","4,350",109.2,10:19:69,92.0,56.0,Manual,,Spaceland Dallas,Supervan,WS
603,2021-07-24,"13,150","4,350",109.2,10:11:58,92.0,56.0,Manual,,Spaceland Dallas,Supervan,WS
604,2021-07-25,"13,150","4,350",109.2,10:13:48,92.0,56.0,Import,profile604.csv,Spaceland Dallas,Supervan,WS
605,2021-08-14,"2,150","1,850",5.4,10:13:43,37.0,29.0,Import,profile605.csv,Spaceland Dallas,Supervan,BELLY
606,2021-08-14,"9,250","2,100",40.2,10:13:23,142.0,123.0,Import,profile606.csv,Spaceland Dallas,Supervan,BELLY
607,2021-08-15,"9,050","8,950",3.0,10:13:36,23.0,21.0,Import,profile607.csv,Spaceland Dallas,Supervan,BELLY
608,2021-08-15,"9,050","8,950",3.0,10:13:39,23.0,21.0,Manual,,Spaceland Dallas,Supervan,TRACK
609,2021-08-28,"14,000","3,450",59.0,10:14:38,159.0,121.0,Import,profile609.csv,Spaceland Dallas,Supervan,BELLY
610,2021-08-21,"8,750","4,400",54.4,10:25:23,64.0,55.0,Import,profile610.csv,Spaceland Dallas,Supervan,BELLY
611,2021-08-21,"9,850",700,105.2,10:27:18,91.0,60.0,Import,profile611.csv,Spaceland Dallas,Supervan,WS
612,2021-08-21,"11,850","4,450",89.0,10:29:47,76.0,58.0,Import,profile612.csv,Spaceland Dallas,Supervan,WS
613,2021-08-21,"10,850","1,050",116.2,10:21:33,77.0,57.0,Import,profile613.csv,Spaceland Dallas,Otter,WS
614,2021-08-21,"12,500","2,950",144.0,10:23:67,79.0,59.0,Import,profile614.csv,Spaceland Dallas,Supervan,WS
615,2021-08-28,"8,700",150,41.6,10:24:49,166.0,145.0,Import,profile615.csv,Spaceland Dallas,Supervan,TRACK
616,2021-08-28,"9,350","2,850",37.8,10:24:26,134.0,121.0,Import,profile616.csv,Spaceland Dallas,Supervan,BELLY
617,2021-08-28,"14,000","3,450",59.4,10:35:26,159.0,121.0,Import,profile617.csv,Spaceland Dallas,Supervan,Coach-Belly
618,2021-08-28,"9,450",300,117.2,10:37:13,93.0,76.0,Import,profile618.csv,Spaceland Dallas,Otter,TRACK
619,2021-08-28,"9,450",300,117.2,10:39:10,93.0,76.0,Manual,,Spaceland Dallas,Otter,TRACK
620,2021-08-28,"9,450",300,117.2,11:31:17,93.0,76.0,Manual,,Spaceland Dallas,Otter,WS
621,2021-08-29,"9,300","4,350",76.4,11:32:24,62.0,45.0,Import,profile621.csv,Spaceland Dallas,Otter,WS
622,2021-08-29,"7,750","1,700",72.2,11:34:46,86.0,58.0,Import,profile622.csv,Spaceland Dallas,Otter,WS
623,2021-08-29,"9,350",450,107.4,11:45:23,80.0,56.0,Import,profile623.csv,Spaceland Dallas,Otter,WS
624,2021-08-29,"12,900","3,600",115.8,11:47:29,80.0,55.0,Import,profile624.csv,Spaceland Dallas,Otter,WS
625,2021-09-03,"11,500",150,57.2,11:48:26,163.0,132.0,Import,profile625.csv,Spaceland Dallas,Otter,TRACK
626,2021-09-03,"9,600","4,250",57.6,11:49:14,74.0,65.0,Import,profile626.csv,Spaceland Dallas,Otter,TRACK
627,2021-09-03,"10,950",200,60.6,11:40:15,143.0,120.0,Import,profile627.csv,Spaceland Dallas,Otter,TRACK
628,2021-09-03,"10,800",150,62.0,11:41:27,153.0,118.0,Import,profile628.csv,Spaceland Dallas,Otter,TRACK
629,2021-09-03,"11,700",50,68.0,11:42:25,138.0,116.0,Import,profile629.csv,Spaceland Dallas,Otter,TRACK
630,2021-09-03,"4,650",50,27.8,11:43:52,132.0,118.0,Import,profile630.csv,Spaceland Dallas,Otter,TRACK
631,2021-09-03,"14,500","2,950",61.4,11:44:54,185.0,127.0,Import,profile631.csv,Spaceland Dallas,Supervan,ANGLE
633,2021-09-04,"1,950","1,350",11.6,11:44:15,44.0,31.0,Import,profile633.csv,Spaceland Dallas,Otter,TRACK
634,2021-09-04,"12,050",150,73.4,11:55:29,127.0,102.0,Import,profile634.csv,Spaceland Dallas,Otter,TRACK
635,2021-09-04,"14,300","2,850",66.2,11:56:25,172.0,116.0,Import,profile635.csv,Spaceland Dallas,Otter,TRACK
636,2021-09-04,"7,800","3,100",29.4,11:57:54,134.0,115.0,Import,profile636.csv,Spaceland Dallas,Supervan,BELLY
637,2021-09-04,"11,600",900,55.8,11:58:50,156.0,134.0,Import,profile637.csv,Spaceland Dallas,Supervan,Coach-Track
638,2021-09-04,"11,500",50,63.4,11:59:54,150.0,122.0,Import,profile638.csv,Spaceland Dallas,Supervan,ANGLE
640,2021-09-04,"11,250",50,66.6,11:50:00,148.0,114.0,Import,profile640.csv,Spaceland Dallas,Supervan,ANGLE
641,2021-09-05,"10,350",400,60.6,11:51:01,135.0,111.0,Import,profile641.csv,Spaceland Dallas,Supervan,TRACK
642,2021-09-05,"6,000",350,35.4,11:52:46,139.0,109.0,Import,profile642.csv,Spaceland Dallas,Supervan,TRACK
643,2021-09-06,"12,250",250,59.8,11:53:46,170.0,137.0,Import,profile643.csv,Spaceland Dallas,Supervan,TRACK
644,2021-09-06,"10,400",300,61.8,11:54:48,137.0,112.0,Import,profile644.csv,Spaceland Dallas,Supervan,Coach-Track
645,2021-09-06,"11,100",50,62.4,11:55:40,138.0,122.0,Import,profile645.csv,Spaceland Dallas,Supervan,TRACK
646,2021-09-06,400,400,0.0,11:55:40,0.0,0.0,Import,profile646.csv,Spaceland Dallas,Supervan,Coach-Belly
647,2021-09-06,"10,950",150,66.0,11:66:56,135.0,96.0,Import,profile647.csv,Spaceland Dallas,Supervan,ANGLE
648,2021-09-06,"4,750","4,550",3.0,11:66:59,54.0,52.0,Import,profile648.csv,Spaceland Dallas,Supervan,WS
649,2021-09-06,"12,850","4,300",97.4,11:67:37,104.0,61.0,Import,profile649.csv,Spaceland Dallas,Supervan,WS
650,2021-09-11,"11,100","3,450",91.4,11:69:68,78.0,57.0,Import,profile650.csv,Spaceland Dallas,Supervan,WS
651,2021-09-11,"11,450","3,400",95.6,11:01:34,66.0,58.0,Import,profile651.csv,Spaceland Dallas,Supervan,WS
652,2021-09-11,"9,300","1,250",92.4,11:02:16,80.0,61.0,Import,profile652.csv,Spaceland Dallas,Supervan,WS
653,2021-09-11,"5,250",450,62.4,11:03:18,66.0,53.0,Import,profile653.csv,Spaceland Dallas,Supervan,WS
654,2021-09-11,"8,000","3,050",61.8,11:04:10,71.0,55.0,Import,profile654.csv,Spaceland Dallas,Supervan,WS
655,2021-09-19,"10,550",650,127.6,11:16:28,82.0,54.0,Import,profile655.csv,Spaceland Dallas,Otter,WS
656,2021-09-19,"14,450","3,450",141.4,11:19:49,144.0,66.0,Import,profile656.csv,Spaceland Dallas,Otter,WS
657,2021-09-19,"2,700","2,450",5.0,11:19:44,28.0,22.0,Import,profile657.csv,Spaceland Dallas,Otter,WS
658,2021-09-19,"7,350",700,79.4,11:10:04,123.0,58.0,Import,profile658.csv,Spaceland Dallas,Otter,WS
659,2021-09-19,"6,700",300,69.6,11:11:13,105.0,65.0,Import,profile659.csv,Spaceland Dallas,Otter,WS
660,2021-09-19,"4,100",650,50.2,11:12:03,59.0,49.0,Import,profile660.csv,Spaceland Dallas,Otter,WS
661,2021-09-25,"13,950","3,050",151.0,11:15:34,66.0,49.0,Import,profile661.csv,Spaceland Dallas,Supervan,WS
662,2021-09-25,"10,550","1,200",50.2,11:25:25,147.0,130.0,Import,profile662.csv,Spaceland Dallas,Supervan,Coach-Belly
663,2021-09-25,"6,850","4,000",37.4,11:26:02,65.0,53.0,Import,profile663.csv,Spaceland Dallas,Supervan,WS
664,2021-09-25,"9,250",300,47.4,11:27:59,141.0,129.0,Import,profile664.csv,Spaceland Dallas,Supervan,Coach-Belly
665,2021-09-25,"8,450",400,80.0,11:28:19,106.0,70.0,Import,profile665.csv,Spaceland Dallas,Otter,WS
666,2021-09-25,"11,350","2,950",91.2,11:210:41,89.0,64.0,Import,profile666.csv,Spaceland Dallas,Otter,WS
667,2021-09-26,"10,700",150,109.0,11:21:310,120.0,66.0,Import,profile667.csv,Spaceland Dallas,Supervan,WS
668,2021-09-26,"3,050",500,16.6,11:22:56,166.0,116.0,Import,profile668.csv,Spaceland Dallas,Supervan,ANGLE
669,2021-09-26,"2,750","2,400",5.8,11:22:52,44.0,37.0,Import,profile669.csv,Spaceland Dallas,Supervan,WS
670,2021-09-26,"4,050","3,800",4.4,11:22:66,47.0,43.0,Import,profile670.csv,Spaceland Dallas,Supervan,WS
673,2021-09-26,"6,000","3,750",29.0,11:22:35,68.0,54.0,Import,profile673.csv,Spaceland Dallas,Supervan,WS
674,2021-09-26,"6,000","3,750",29.0,11:23:54,68.0,54.0,Manual,,Spaceland Dallas,Supervan,WS
675,2021-09-26,"6,000","3,750",29.0,11:23:23,68.0,54.0,Manual,,Spaceland Dallas,Supervan,WS
676,2021-10-03,"1,600","1,300",7.0,11:24:30,33.0,29.0,Import,profile676.csv,Spaceland Dallas,Supervan,WS
677,2021-10-03,"9,250","2,850",74.0,11:25:44,72.0,53.0,Import,profile677.csv,Spaceland Dallas,Supervan,WS
678,2021-10-03,700,200,9.0,11:25:53,35.0,33.0,Import,profile678.csv,Spaceland Dallas,Supervan,WS
679,2021-10-03,"8,000","3,050",61.0,11:36:54,74.0,56.0,Import,profile679.csv,Spaceland Dallas,Supervan,WS
680,2021-10-03,"11,850","2,750",113.0,11:38:57,88.0,57.0,Import,profile680.csv,Spaceland Dallas,Supervan,WS
681,2021-10-03,"7,850",600,94.0,11:39:21,84.0,53.0,Import,profile681.csv,Spaceland Dallas,Supervan,WS
682,2021-10-03,"13,750","2,950",110.0,12:31:11,110.0,67.0,Import,profile682.csv,Spaceland Dallas,Supervan,WS
683,2021-10-03,"13,050","3,550",115.0,12:33:16,98.0,56.0,Import,profile683.csv,Spaceland Dallas,Supervan,WS
684,2021-10-06,"13,500",0,0.0,12:33:16,0.0,0.0,Manual,profile684.csv,Spaceland Dallas,Supervan,WS
685,2021-10-09,"6,000",250,37.0,12:34:43,122.0,112.0,Import,profile685.csv,Spaceland Dallas,Otter,ANGLE
686,2021-10-09,"6,000",150,65.0,12:35:58,129.0,64.0,Import,profile686.csv,Spaceland Dallas,Otter,ANGLE
687,2021-10-09,"1,800","1,450",7.0,12:35:65,35.0,30.0,Import,profile687.csv,Spaceland Dallas,Otter,ANGLE
688,2021-10-09,"1,950","1,500",9.0,12:45:04,45.0,34.0,Import,profile688.csv,Spaceland Dallas,Otter,WS
689,2021-10-09,"3,850",200,48.0,12:46:52,60.0,48.0,Import,profile689.csv,Spaceland Dallas,Otter,WS
690,2021-10-16,"4,050","3,450",10.0,12:46:02,74.0,42.0,Import,profile690.csv,Spaceland Dallas,Supervan,WS
691,2021-10-16,"12,650","3,000",113.0,12:48:65,90.0,59.0,Import,profile691.csv,Spaceland Dallas,Supervan,WS
692,2021-10-16,"11,800","2,400",114.0,12:410:59,87.0,57.0,Import,profile692.csv,Spaceland Dallas,Supervan,WS
693,2021-10-16,"9,100","2,350",83.0,12:41:12,80.0,55.0,Import,profile693.csv,Spaceland Dallas,Supervan,WS
694,2021-10-16,"11,750","2,950",103.0,12:43:65,79.0,59.0,Import,profile694.csv,Spaceland Dallas,Supervan,WS
695,2021-10-16,"12,350","2,850",107.0,12:45:42,84.0,60.0,Import,profile695.csv,Spaceland Dallas,Supervan,WS
696,2021-10-16,"10,650","3,250",78.0,12:56:00,85.0,68.0,Import,profile696.csv,Spaceland Dallas,Supervan,WS
697,2021-10-23,"5,850","1,450",46.0,12:57:56,84.0,66.0,Import,profile697.csv,Spaceland Dallas,Otter,WS
698,2021-10-23,"5,800","1,450",49.0,12:58:45,89.0,59.0,Import,profile698.csv,Spaceland Dallas,Otter,WS
699,2021-11-06,"3,400","3,050",5.2,12:58:41,48.0,41.0,Import,profile699.csv,Spaceland Houston,Otter,WS-XRW
700,2021-11-06,"8,300","1,600",87.6,12:59:18,80.0,53.0,Import,profile700.csv,Spaceland Houston,Otter,WS-XRW
701,2021-11-06,"8,600","1,750",100.6,12:51:59,62.0,46.0,Import,profile701.csv,Spaceland Houston,Otter,WS-XRW
702,2021-11-06,"8,000","2,950",74.2,12:52:03,57.0,47.0,Import,profile702.csv,Spaceland Houston,Otter,WS-XRW
703,2021-11-06,"9,600","2,300",86.4,12:53:39,92.0,58.0,Import,profile703.csv,Spaceland Houston,Otter,WS-XRW
704,2021-11-06,"6,250","1,950",62.0,12:55:31,67.0,48.0,Import,profile704.csv,Spaceland Houston,Otter,WS-XRW
705,2021-11-07,"9,600","2,800",102.4,12:66:14,80.0,46.0,Import,profile705.csv,Spaceland Houston,Otter,WS-XRW
706,2021-11-07,"13,900","2,800",153.4,12:69:57,74.0,50.0,Import,profile706.csv,Spaceland Houston,Otter,WS-XRW
707,2021-11-07,"9,700","2,300",101.8,12:00:39,81.0,50.0,Import,profile707.csv,Spaceland Houston,Otter,WS-XRW
708,2021-11-07,"13,500","2,250",163.2,12:03:12,78.0,48.0,Import,profile708.csv,Spaceland Houston,Otter,WS-XRW
709,2021-10-04,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
710,2021-10-04,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
711,2021-11-18,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
712,2021-11-18,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
713,2021-11-18,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
714,2021-11-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
715,2021-11-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
716,2021-11-24,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,ANGLE
717,2021-11-24,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
718,2021-11-24,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
719,2021-11-24,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
720,2021-11-24,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
721,2021-11-24,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
722,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,TRACK
723,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
724,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
725,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
726,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
727,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
728,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
729,2021-11-26,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
730,2021-12-09,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
731,2021-12-09,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,BELLY
732,2021-12-09,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,BELLY
733,2021-12-09,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
734,2021-12-09,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
735,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,ANGLE
736,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,ANGLE
737,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
738,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
739,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
740,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
741,2021-12-10,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
742,2021-12-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
743,2021-12-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
744,2021-12-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
745,2021-12-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
746,2021-12-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
747,2021-12-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
748,2021-12-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
749,2021-12-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
750,2021-12-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
751,2021-12-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
752,2021-12-25,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,ANGLE
753,2021-12-25,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,ANGLE
754,2021-12-25,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
755,2022-01-15,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
756,2022-01-15,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
757,2022-01-15,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
758,2022-01-15,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
759,2022-01-15,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
760,2022-01-15,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
761,2022-01-21,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
762,2022-01-21,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
763,2022-01-21,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
764,2022-01-21,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
765,2022-01-21,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
766,2022-01-22,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,Coach-Belly
767,2022-01-22,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
768,2022-01-22,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
769,2022-01-28,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
770,2022-01-28,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
771,2022-03-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
772,2022-03-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
773,2022-03-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
774,2022-03-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
775,2022-03-19,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
776,2022-03-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,WS
777,2022-03-20,"13,500","3,500",0.0,12:03:12,0.0,1.0,Manual,,Spaceland Dallas,Supervan,ANGLE
